Title,age,height,body_type,region_origin,sphere_of_employment,app_source,chat_channel,met,days_to_meet,sex_quality,emotional_comfort,chemistry,communication_style_match,relationship_outcome,activity
8278,37,200-210,athletic,EasternEurope,education / academia,tinder,whatsapp,1,1-7,2.0,1.0,3.0,1.0,0,not active
14416,35,160-170,athletic,Asia,public sector / government,other,whatsapp,1,1-7,2.0,3.0,4.0,3.0,1,active
7348,27,160-170,slim,Asia,sales / marketing,tinder,snapchat,1,15-30,4.0,1.0,3.0,1.0,1,not active
6022,21,200-210,athletic,NorthAmerica,student,Hinge,instagram dm,1,7-15,2.0,2.0,3.0,2.0,0,not active
4861,48,190-200,athletic,Africa,finance / banking / consulting,Hinge,tinder,1,7-15,2.0,4.0,3.0,4.0,0,not active
13723,46,180-190,average,Asia,sales / marketing,Hinge,instagram dm,0,,,,,,0,not active
3356,21,190-200,average,Africa,education / academia,Hinge,whatsapp,0,,,,,,0,not active
11869,42,200-210,athletic,NorthAmerica,sales / marketing,grindr,snapchat,1,7-15,2.0,4.0,3.0,4.0,1,active
10366,32,170-180,muscular,SouthEurope,unemployed,grindr,whatsapp,1,15-30,3.0,4.0,2.0,4.0,1,active
371,29,200-210,athletic,Africa,finance / banking / consulting,Hinge,whatsapp,1,7-15,2.0,2.0,3.0,2.0,1,active
14745,40,200-210,muscular,NorthAmerica,service / hospitality,grindr,grindr,1,7-15,3.0,4.0,2.0,4.0,2,active
9354,37,180-190,average,EasternEurope,education / academia,Hinge,telegram,1,7-15,4.0,2.0,5.0,2.0,1,not active
6251,36,170-180,slim,NorthAmerica,engineering / manufacturing,grindr,whatsapp,1,7-15,0.0,5.0,2.0,5.0,1,active
12851,41,180-190,mediocre,NorthAmerica,it / tech,Hinge,snapchat,1,15-30,3.0,5.0,2.0,5.0,1,not active
10264,22,200-210,muscular,SouthEurope,education / academia,Bumble,snapchat,1,15-30,4.0,4.0,3.0,4.0,2,active
6400,36,160-170,slim,SouthAmerica,public sector / government,Hinge,whatsapp,1,1-7,5.0,2.0,2.0,3.0,2,active
8867,35,190-200,muscular,WesternEurope,healthcare / medicine,Bumble,instagram dm,0,,,,,,0,not active
1152,34,180-190,overweight,SouthEurope,education / academia,Bumble,whatsapp,1,7-15,1.0,2.0,2.0,2.0,0,not active
9736,19,180-190,average,WesternEurope,public sector / government,instagram,instagram dm,1,1-7,3.0,4.0,3.0,4.0,1,not active
2542,36,200-210,athletic,NorthAmerica,it / tech,tinder,snapchat,1,7-15,1.0,2.0,3.0,2.0,1,active
2650,25,180-190,average,SouthAmerica,sales / marketing,grindr,whatsapp,1,7-15,2.0,1.0,3.0,3.0,0,not active
11090,20,160-170,athletic,CentralEurope,finance / banking / consulting,Hinge,instagram dm,0,,,,,,0,not active
11224,51,160-170,average,EasternEurope,engineering / manufacturing,Bumble,whatsapp,0,,,,,,1,not active
6170,52,200-210,athletic,Africa,student,Bumble,instagram dm,0,,,,,,0,not active
7255,48,190-200,athletic,WesternEurope,healthcare / medicine,tinder,instagram dm,0,,,,,,1,active
8413,25,190-200,average,SouthEurope,healthcare / medicine,tinder,whatsapp,1,1-7,5.0,5.0,4.0,5.0,2,active
4537,50,170-180,average,SouthEurope,education / academia,tinder,snapchat,0,,,,,,0,not active
5093,40,190-200,athletic,Asia,it / tech,grindr,instagram dm,1,7-15,2.0,4.0,3.0,4.0,1,active
14127,40,170-180,average,Africa,it / tech,tinder,tinder,1,1-7,4.0,3.0,4.0,2.0,2,active
3184,21,180-190,athletic,Africa,engineering / manufacturing,Bumble,whatsapp,0,,,,,,1,active
9195,46,190-200,athletic,SouthEurope,it / tech,tinder,other,1,7-15,0.0,3.0,2.0,3.0,1,not active
14299,23,200-210,muscular,SouthAmerica,finance / banking / consulting,Bumble,snapchat,1,15-30,2.0,5.0,5.0,4.0,0,not active
2777,49,180-190,athletic,WesternEurope,finance / banking / consulting,Hinge,instagram dm,1,7-15,0.0,4.0,1.0,4.0,2,active
8905,35,200-210,athletic,Africa,self-employed,tinder,snapchat,0,,,,,,0,not active
3983,28,190-200,muscular,NorthAmerica,education / academia,tinder,snapchat,1,1-7,2.0,1.0,2.0,1.0,0,not active
13899,26,180-190,athletic,Asia,service / hospitality,grindr,grindr,1,7-15,4.0,5.0,3.0,5.0,2,active
10289,46,170-180,average,WesternEurope,self-employed,Bumble,instagram dm,0,,,,,,1,not active
8625,46,170-180,mediocre,NorthAmerica,sales / marketing,grindr,snapchat,1,7-15,2.0,2.0,1.0,2.0,1,active
12849,26,160-170,athletic,Asia,finance / banking / consulting,tinder,tinder,1,1-7,4.0,4.0,2.0,4.0,0,not active
12994,33,170-180,average,Asia,unemployed,other,snapchat,0,,,,,,0,not active
8981,42,160-170,mediocre,SouthEurope,finance / banking / consulting,instagram,instagram dm,1,7-15,2.0,4.0,1.0,4.0,2,active
1779,21,160-170,athletic,EasternEurope,public sector / government,grindr,snapchat,1,7-15,2.0,3.0,2.0,4.0,1,not active
13385,29,200-210,athletic,CentralEurope,finance / banking / consulting,Hinge,grindr,1,1-7,5.0,1.0,2.0,1.0,1,not active
9257,39,160-170,athletic,CentralEurope,engineering / manufacturing,Bumble,whatsapp,1,7-15,0.0,3.0,3.0,3.0,2,active
5703,18,170-180,average,CentralEurope,public sector / government,tinder,instagram dm,0,,,,,,0,not active
13948,42,170-180,slim,NorthAmerica,education / academia,Bumble,snapchat,1,7-15,3.0,4.0,3.0,4.0,0,not active
240,20,160-170,athletic,Asia,public sector / government,tinder,instagram dm,1,7-15,3.0,1.0,3.0,1.0,2,active
6272,35,160-170,average,Africa,self-employed,tinder,instagram dm,1,7-15,4.0,3.0,3.0,3.0,1,active
3207,25,200-210,athletic,WesternEurope,service / hospitality,other,instagram dm,0,,,,,,0,not active
1855,49,200-210,athletic,CentralEurope,sales / marketing,instagram,snapchat,0,,,,,,0,not active
13980,28,180-190,athletic,SouthAmerica,public sector / government,Hinge,whatsapp,1,30-90,2.0,5.0,3.0,4.0,1,active
5169,47,200-210,athletic,SouthAmerica,self-employed,Bumble,instagram dm,0,,,,,,1,not active
6285,27,170-180,slim,Asia,public sector / government,grindr,instagram dm,1,7-15,4.0,1.0,4.0,2.0,1,active
5613,48,180-190,average,CentralEurope,service / hospitality,tinder,whatsapp,1,1-7,3.0,5.0,3.0,5.0,2,active
3951,27,170-180,mediocre,MiddleEast,finance / banking / consulting,Hinge,snapchat,0,,,,,,0,not active
8388,27,200-210,athletic,SouthAmerica,service / hospitality,grindr,whatsapp,1,15-30,1.0,1.0,3.0,1.0,0,not active
14676,34,200-210,athletic,NorthAmerica,engineering / manufacturing,Bumble,snapchat,1,15-30,3.0,3.0,4.0,3.0,1,active
4233,33,170-180,average,EasternEurope,arts / media / design,tinder,tinder,0,,,,,,1,active
13603,34,190-200,muscular,Africa,sales / marketing,grindr,instagram dm,1,1-7,0.0,5.0,3.0,4.0,1,not active
13388,35,200-210,athletic,Africa,finance / banking / consulting,Hinge,telegram,1,7-15,2.0,5.0,4.0,5.0,2,active
2553,52,180-190,mediocre,CentralEurope,healthcare / medicine,tinder,whatsapp,1,7-15,4.0,5.0,2.0,5.0,2,active
12462,34,200-210,athletic,SouthAmerica,public sector / government,Hinge,whatsapp,1,7-15,3.0,1.0,1.0,1.0,2,active
14181,39,160-170,average,NorthAmerica,sales / marketing,tinder,snapchat,0,,,,,,0,not active
2874,22,200-210,athletic,Africa,healthcare / medicine,tinder,snapchat,1,1-7,2.0,1.0,4.0,2.0,2,active
7526,42,180-190,slim,EasternEurope,sales / marketing,grindr,instagram dm,1,7-15,2.0,2.0,3.0,2.0,1,active
8874,24,200-210,average,WesternEurope,engineering / manufacturing,tinder,snapchat,0,,,,,,0,not active
7258,47,180-190,mediocre,MiddleEast,finance / banking / consulting,tinder,snapchat,0,,,,,,0,not active
4939,23,170-180,average,MiddleEast,finance / banking / consulting,Hinge,instagram dm,1,7-15,3.0,4.0,5.0,4.0,2,active
4512,35,190-200,average,Africa,it / tech,Hinge,snapchat,1,1-7,3.0,2.0,2.0,2.0,1,not active
8200,31,190-200,muscular,Africa,public sector / government,Hinge,instagram dm,1,15-30,0.0,2.0,2.0,2.0,0,not active
13974,29,200-210,muscular,NorthAmerica,engineering / manufacturing,tinder,snapchat,0,,,,,,0,not active
12024,29,160-170,athletic,Asia,education / academia,Hinge,instagram dm,1,15-30,3.0,1.0,4.0,1.0,2,active
3440,19,160-170,mediocre,SouthAmerica,education / academia,Hinge,instagram dm,0,,,,,,0,not active
12096,20,160-170,average,SouthEurope,sales / marketing,grindr,instagram dm,1,7-15,5.0,4.0,2.0,4.0,1,active
6498,18,170-180,muscular,CentralEurope,it / tech,Hinge,instagram dm,0,,,,,,0,not active
13967,52,170-180,athletic,MiddleEast,finance / banking / consulting,Hinge,snapchat,0,,,,,,0,not active
1133,46,170-180,average,Asia,public sector / government,tinder,snapchat,1,7-15,0.0,5.0,2.0,5.0,2,active
11118,43,180-190,muscular,CentralEurope,it / tech,grindr,grindr,1,7-15,2.0,5.0,2.0,5.0,2,active
9754,43,170-180,athletic,SouthEurope,finance / banking / consulting,Hinge,whatsapp,1,7-15,3.0,5.0,1.0,5.0,1,not active
14620,27,180-190,average,CentralEurope,public sector / government,tinder,instagram dm,1,15-30,5.0,2.0,2.0,2.0,2,active
1445,44,200-210,athletic,Africa,public sector / government,tinder,instagram dm,1,7-15,1.0,5.0,3.0,5.0,2,active
10109,31,160-170,average,SouthAmerica,it / tech,tinder,snapchat,0,,,,,,0,not active
1692,36,170-180,average,SouthEurope,unemployed,tinder,whatsapp,1,1-7,4.0,2.0,5.0,2.0,1,not active
3902,23,170-180,mediocre,Asia,self-employed,grindr,snapchat,1,15-30,3.0,5.0,5.0,5.0,2,active
869,25,170-180,average,EasternEurope,arts / media / design,grindr,whatsapp,1,15-30,2.0,2.0,4.0,3.0,1,active
12275,38,190-200,athletic,Africa,it / tech,grindr,snapchat,0,,,,,,0,not active
4156,47,180-190,mediocre,NorthAmerica,healthcare / medicine,Hinge,whatsapp,1,1-7,2.0,4.0,3.0,4.0,1,not active
3555,33,190-200,athletic,Africa,self-employed,other,instagram dm,1,7-15,5.0,2.0,4.0,2.0,2,active
9317,44,190-200,athletic,Africa,public sector / government,tinder,whatsapp,1,15-30,0.0,5.0,1.0,5.0,1,active
11985,34,160-170,mediocre,NorthAmerica,public sector / government,grindr,snapchat,1,15-30,3.0,5.0,2.0,5.0,0,not active
10708,28,170-180,average,MiddleEast,healthcare / medicine,tinder,snapchat,1,7-15,0.0,1.0,1.0,1.0,0,not active
5616,44,190-200,average,SouthEurope,self-employed,tinder,instagram dm,0,,,,,,0,not active
12011,46,180-190,athletic,Africa,healthcare / medicine,Hinge,instagram dm,1,7-15,2.0,4.0,4.0,4.0,1,active
8846,41,200-210,average,SouthEurope,sales / marketing,tinder,instagram dm,0,,,,,,0,not active
9187,52,190-200,athletic,Asia,healthcare / medicine,Bumble,instagram dm,0,,,,,,0,not active
11639,18,190-200,muscular,NorthAmerica,public sector / government,grindr,instagram dm,1,7-15,4.0,3.0,3.0,3.0,1,active
13968,20,160-170,mediocre,CentralEurope,public sector / government,instagram,instagram dm,0,,,,,,0,not active
12806,42,200-210,muscular,NorthAmerica,public sector / government,tinder,whatsapp,1,15-30,5.0,4.0,2.0,4.0,0,not active
742,32,190-200,athletic,EasternEurope,self-employed,Hinge,snapchat,1,15-30,5.0,5.0,3.0,5.0,1,not active
6824,38,200-210,athletic,Africa,finance / banking / consulting,tinder,instagram dm,1,15-30,2.0,4.0,4.0,4.0,1,active
5261,37,180-190,mediocre,WesternEurope,it / tech,Hinge,snapchat,1,15-30,0.0,1.0,4.0,2.0,0,not active
1245,43,180-190,average,WesternEurope,service / hospitality,other,whatsapp,1,7-15,1.0,2.0,3.0,2.0,1,active
3160,30,160-170,slim,WesternEurope,healthcare / medicine,Bumble,snapchat,0,,,,,,0,not active
7185,44,200-210,average,Africa,finance / banking / consulting,tinder,snapchat,1,30-90,4.0,3.0,2.0,2.0,1,active
14306,18,200-210,athletic,NorthAmerica,it / tech,grindr,whatsapp,1,7-15,1.0,5.0,2.0,5.0,1,not active
7066,37,200-210,average,Africa,education / academia,Hinge,instagram dm,1,15-30,4.0,2.0,4.0,2.0,0,not active
5273,19,170-180,athletic,EasternEurope,public sector / government,tinder,whatsapp,1,1-7,3.0,1.0,3.0,1.0,1,not active
4439,25,190-200,athletic,Africa,sales / marketing,Bumble,instagram dm,1,7-15,3.0,1.0,4.0,2.0,1,active
6599,37,170-180,average,Africa,unemployed,Hinge,instagram dm,1,15-30,5.0,4.0,5.0,4.0,1,active
12618,34,190-200,athletic,Africa,sales / marketing,tinder,instagram dm,1,7-15,2.0,2.0,2.0,2.0,1,active
14954,18,180-190,average,Africa,arts / media / design,grindr,snapchat,0,,,,,,0,not active
3832,30,180-190,athletic,MiddleEast,healthcare / medicine,tinder,tinder,0,,,,,,0,not active
12221,48,200-210,athletic,NorthAmerica,public sector / government,Bumble,whatsapp,1,7-15,2.0,1.0,2.0,1.0,0,not active
13517,44,180-190,mediocre,SouthEurope,public sector / government,tinder,whatsapp,1,15-30,4.0,4.0,2.0,4.0,1,active
14251,36,160-170,mediocre,SouthAmerica,public sector / government,tinder,telegram,0,,,,,,0,not active
6169,40,180-190,mediocre,SouthEurope,arts / media / design,tinder,tinder,1,7-15,4.0,1.0,2.0,1.0,1,not active
4323,32,200-210,athletic,NorthAmerica,self-employed,other,whatsapp,1,7-15,3.0,1.0,3.0,1.0,1,active
10713,36,190-200,athletic,CentralEurope,it / tech,Bumble,instagram dm,1,1-7,2.0,3.0,4.0,4.0,1,not active
10601,32,190-200,athletic,SouthEurope,public sector / government,tinder,whatsapp,1,15-30,3.0,3.0,4.0,3.0,1,active
9159,37,180-190,athletic,CentralEurope,other,tinder,tinder,1,1-7,0.0,4.0,4.0,4.0,1,not active
2586,33,160-170,athletic,MiddleEast,education / academia,Hinge,snapchat,1,1-7,3.0,4.0,2.0,4.0,1,active
10403,28,170-180,average,EasternEurope,service / hospitality,grindr,telegram,1,15-30,3.0,2.0,4.0,2.0,2,active
3052,35,180-190,slim,NorthAmerica,public sector / government,instagram,snapchat,1,15-30,2.0,2.0,3.0,3.0,1,active
4730,31,200-210,athletic,Africa,healthcare / medicine,Bumble,instagram dm,1,7-15,5.0,2.0,4.0,2.0,1,not active
12958,41,180-190,average,MiddleEast,it / tech,tinder,snapchat,1,7-15,3.0,5.0,3.0,5.0,2,active
3570,24,200-210,average,WesternEurope,self-employed,tinder,instagram dm,0,,,,,,0,not active
2530,32,200-210,average,NorthAmerica,service / hospitality,Hinge,snapchat,1,7-15,2.0,3.0,2.0,3.0,1,not active
13621,18,160-170,overweight,Asia,service / hospitality,Bumble,snapchat,0,,,,,,0,not active
3993,50,170-180,athletic,SouthEurope,finance / banking / consulting,Hinge,other,0,,,,,,0,not active
14589,50,190-200,athletic,NorthAmerica,self-employed,tinder,snapchat,1,7-15,3.0,1.0,3.0,1.0,1,active
1692,23,160-170,average,SouthAmerica,healthcare / medicine,tinder,instagram dm,0,,,,,,0,not active
13177,28,200-210,athletic,SouthEurope,public sector / government,grindr,snapchat,1,7-15,3.0,5.0,5.0,5.0,2,active
7759,34,180-190,mediocre,CentralEurope,sales / marketing,tinder,tinder,0,,,,,,0,not active
5068,23,170-180,slim,EasternEurope,education / academia,tinder,whatsapp,1,7-15,4.0,5.0,2.0,4.0,1,active
7295,35,200-210,athletic,SouthAmerica,education / academia,Bumble,whatsapp,0,,,,,,0,not active
11676,38,200-210,muscular,SouthAmerica,arts / media / design,instagram,snapchat,0,,,,,,0,not active
14200,36,180-190,overweight,Asia,it / tech,Hinge,instagram dm,1,1-7,2.0,3.0,2.0,3.0,2,active
5930,42,200-210,average,Africa,it / tech,tinder,whatsapp,1,7-15,4.0,1.0,2.0,1.0,1,active
8303,25,190-200,athletic,SouthEurope,self-employed,Hinge,whatsapp,1,7-15,4.0,2.0,3.0,2.0,0,not active
7105,20,160-170,average,NorthAmerica,engineering / manufacturing,tinder,snapchat,1,7-15,3.0,3.0,2.0,2.0,1,active
3124,33,190-200,athletic,EasternEurope,it / tech,Bumble,telegram,1,1-7,2.0,2.0,4.0,1.0,2,active
1121,41,180-190,average,WesternEurope,education / academia,Bumble,instagram dm,1,1-7,2.0,2.0,1.0,2.0,0,not active
7633,33,190-200,muscular,MiddleEast,education / academia,Bumble,other,1,1-7,2.0,4.0,2.0,4.0,1,active
4262,24,160-170,average,SouthEurope,it / tech,tinder,snapchat,0,,,,,,0,not active
2909,52,160-170,mediocre,WesternEurope,public sector / government,tinder,snapchat,0,,,,,,0,not active
9549,45,180-190,average,NorthAmerica,education / academia,Bumble,snapchat,1,7-15,0.0,3.0,2.0,3.0,1,active
2273,41,200-210,athletic,Africa,finance / banking / consulting,tinder,instagram dm,1,7-15,3.0,1.0,3.0,1.0,1,not active
2124,43,180-190,average,MiddleEast,public sector / government,Hinge,snapchat,0,,,,,,0,not active
5648,23,170-180,average,MiddleEast,sales / marketing,Hinge,whatsapp,1,15-30,3.0,1.0,2.0,1.0,0,not active
5610,19,180-190,slim,CentralEurope,education / academia,Bumble,instagram dm,1,1-7,2.0,4.0,1.0,5.0,1,active
6194,40,200-210,athletic,NorthAmerica,healthcare / medicine,tinder,snapchat,1,15-30,1.0,2.0,3.0,2.0,1,not active
4539,34,190-200,athletic,Africa,sales / marketing,grindr,snapchat,1,7-15,3.0,3.0,4.0,3.0,1,not active
8586,24,200-210,average,NorthAmerica,other,tinder,whatsapp,0,,,,,,0,not active
2476,34,160-170,athletic,SouthEurope,finance / banking / consulting,Hinge,snapchat,0,,,,,,0,not active
1031,33,160-170,average,MiddleEast,service / hospitality,grindr,whatsapp,1,7-15,0.0,2.0,4.0,2.0,1,active
14878,37,190-200,muscular,SouthAmerica,it / tech,tinder,instagram dm,1,7-15,4.0,3.0,4.0,3.0,1,active
717,24,160-170,mediocre,MiddleEast,healthcare / medicine,Bumble,instagram dm,1,1-7,2.0,2.0,3.0,2.0,1,active
3522,43,180-190,muscular,NorthAmerica,public sector / government,Hinge,snapchat,1,7-15,2.0,5.0,2.0,5.0,1,active
12198,45,170-180,average,NorthAmerica,service / hospitality,Hinge,snapchat,1,1-7,1.0,5.0,1.0,5.0,1,active
9759,43,190-200,muscular,NorthAmerica,sales / marketing,tinder,whatsapp,0,,,,,,0,not active
5036,38,160-170,slim,SouthEurope,education / academia,Hinge,instagram dm,1,15-30,5.0,2.0,3.0,2.0,2,active
3317,47,200-210,athletic,Asia,public sector / government,Bumble,instagram dm,1,7-15,3.0,4.0,2.0,4.0,2,active
10983,39,170-180,mediocre,CentralEurope,healthcare / medicine,Bumble,whatsapp,1,1-7,4.0,2.0,3.0,2.0,2,active
9778,30,170-180,average,SouthAmerica,it / tech,grindr,instagram dm,0,,,,,,0,not active
11646,22,190-200,muscular,SouthAmerica,finance / banking / consulting,Bumble,snapchat,0,,,,,,0,not active
6542,46,170-180,average,WesternEurope,finance / banking / consulting,Hinge,whatsapp,0,,,,,,0,not active
14066,37,190-200,average,Africa,sales / marketing,Bumble,instagram dm,0,,,,,,0,not active
2317,50,160-170,slim,Asia,sales / marketing,Hinge,other,0,,,,,,0,not active
13806,22,180-190,mediocre,NorthAmerica,it / tech,grindr,snapchat,1,7-15,3.0,3.0,1.0,3.0,1,not active
6592,18,170-180,mediocre,EasternEurope,sales / marketing,tinder,whatsapp,0,,,,,,0,not active
9929,38,190-200,muscular,SouthEurope,student,tinder,whatsapp,0,,,,,,0,not active
12261,31,200-210,average,Africa,sales / marketing,Bumble,instagram dm,0,,,,,,0,not active
2530,24,180-190,athletic,WesternEurope,finance / banking / consulting,tinder,snapchat,1,7-15,1.0,4.0,1.0,5.0,1,active
12890,26,200-210,athletic,Africa,public sector / government,tinder,tinder,1,1-7,4.0,1.0,4.0,1.0,1,not active
6771,19,180-190,athletic,SouthEurope,arts / media / design,tinder,instagram dm,1,7-15,3.0,1.0,2.0,1.0,2,active
10689,21,180-190,mediocre,WesternEurope,sales / marketing,grindr,snapchat,0,,,,,,1,not active
7824,19,190-200,muscular,SouthEurope,public sector / government,instagram,snapchat,0,,,,,,0,not active
1210,27,170-180,athletic,SouthAmerica,finance / banking / consulting,instagram,whatsapp,0,,,,,,0,not active
10186,43,170-180,average,Africa,it / tech,grindr,whatsapp,1,1-7,2.0,5.0,2.0,5.0,1,active
6522,37,180-190,athletic,WesternEurope,engineering / manufacturing,tinder,snapchat,0,,,,,,0,not active
4841,49,190-200,muscular,NorthAmerica,public sector / government,grindr,whatsapp,1,7-15,2.0,5.0,1.0,5.0,1,not active
12543,25,200-210,athletic,MiddleEast,engineering / manufacturing,Bumble,snapchat,1,7-15,3.0,3.0,5.0,2.0,0,not active
5048,42,170-180,athletic,WesternEurope,sales / marketing,instagram,snapchat,1,7-15,3.0,3.0,1.0,3.0,0,not active
7189,37,190-200,athletic,Africa,engineering / manufacturing,grindr,instagram dm,0,,,,,,0,not active
13607,19,190-200,athletic,SouthEurope,engineering / manufacturing,grindr,instagram dm,1,7-15,5.0,1.0,4.0,1.0,0,not active
7144,33,160-170,average,Asia,sales / marketing,Bumble,instagram dm,1,1-7,3.0,2.0,3.0,1.0,0,not active
6420,39,200-210,average,NorthAmerica,public sector / government,grindr,whatsapp,0,,,,,,0,not active
6477,31,160-170,slim,Asia,sales / marketing,instagram,instagram dm,0,,,,,,0,not active
10000,48,180-190,athletic,SouthAmerica,service / hospitality,tinder,instagram dm,1,1-7,4.0,3.0,3.0,3.0,1,not active
14065,45,180-190,athletic,SouthEurope,public sector / government,Bumble,instagram dm,0,,,,,,0,not active
4096,48,180-190,muscular,SouthEurope,sales / marketing,tinder,snapchat,1,15-30,2.0,5.0,1.0,5.0,1,not active
8928,40,190-200,athletic,NorthAmerica,healthcare / medicine,Hinge,snapchat,1,7-15,4.0,2.0,3.0,3.0,2,active
13394,48,180-190,mediocre,SouthAmerica,it / tech,tinder,instagram dm,0,,,,,,0,not active
13078,49,180-190,mediocre,NorthAmerica,unemployed,Bumble,snapchat,0,,,,,,0,not active
5479,30,200-210,muscular,Africa,it / tech,instagram,snapchat,1,7-15,4.0,5.0,4.0,5.0,1,active
8081,22,200-210,average,SouthAmerica,it / tech,instagram,whatsapp,1,15-30,3.0,3.0,2.0,3.0,1,active
12190,29,180-190,average,CentralEurope,sales / marketing,tinder,snapchat,0,,,,,,0,not active
2713,38,200-210,athletic,WesternEurope,sales / marketing,grindr,snapchat,1,7-15,2.0,2.0,2.0,2.0,2,active
7905,48,190-200,muscular,CentralEurope,it / tech,Bumble,instagram dm,1,7-15,1.0,5.0,3.0,5.0,1,active
4082,36,200-210,muscular,NorthAmerica,sales / marketing,Bumble,snapchat,1,1-7,2.0,4.0,5.0,4.0,2,active
1816,28,170-180,overweight,SouthAmerica,arts / media / design,instagram,instagram dm,1,7-15,2.0,2.0,3.0,2.0,1,not active
10612,37,200-210,athletic,Africa,sales / marketing,tinder,whatsapp,1,7-15,4.0,3.0,3.0,3.0,2,active
4635,25,160-170,muscular,MiddleEast,engineering / manufacturing,tinder,snapchat,1,7-15,3.0,3.0,3.0,3.0,1,active
3114,47,170-180,muscular,Asia,service / hospitality,tinder,tinder,1,15-30,1.0,3.0,1.0,3.0,2,active
2686,40,170-180,average,SouthAmerica,finance / banking / consulting,tinder,whatsapp,1,7-15,3.0,5.0,3.0,5.0,2,active
7617,45,170-180,muscular,WesternEurope,education / academia,Hinge,whatsapp,0,,,,,,0,not active
13957,20,190-200,average,Africa,healthcare / medicine,Bumble,snapchat,0,,,,,,0,not active
2793,19,180-190,average,Africa,sales / marketing,tinder,snapchat,0,,,,,,0,not active
9199,28,160-170,muscular,Asia,sales / marketing,Hinge,telegram,0,,,,,,0,not active
12659,49,170-180,average,Africa,sales / marketing,Bumble,whatsapp,0,,,,,,0,not active
1192,22,160-170,mediocre,MiddleEast,finance / banking / consulting,Bumble,whatsapp,0,,,,,,0,not active
3800,50,160-170,athletic,SouthAmerica,sales / marketing,Hinge,snapchat,0,,,,,,0,not active
7670,20,200-210,athletic,Asia,arts / media / design,Hinge,snapchat,0,,,,,,0,not active
9096,46,200-210,athletic,NorthAmerica,public sector / government,Bumble,whatsapp,1,7-15,2.0,5.0,2.0,5.0,2,active
571,34,160-170,athletic,SouthAmerica,finance / banking / consulting,Hinge,snapchat,0,,,,,,0,not active
12067,19,160-170,slim,MiddleEast,engineering / manufacturing,tinder,instagram dm,0,,,,,,0,not active
14285,39,200-210,athletic,Africa,sales / marketing,tinder,instagram dm,1,15-30,0.0,1.0,3.0,1.0,0,not active
7292,48,180-190,muscular,SouthEurope,self-employed,Bumble,whatsapp,1,7-15,5.0,3.0,3.0,3.0,1,active
4580,31,180-190,athletic,SouthAmerica,healthcare / medicine,Hinge,whatsapp,0,,,,,,0,not active
8763,25,170-180,athletic,Asia,finance / banking / consulting,instagram,snapchat,1,7-15,0.0,3.0,2.0,3.0,1,active
10471,45,200-210,athletic,NorthAmerica,sales / marketing,other,snapchat,0,,,,,,0,not active
11140,30,180-190,mediocre,EasternEurope,sales / marketing,Hinge,whatsapp,0,,,,,,0,not active
14374,22,190-200,muscular,NorthAmerica,sales / marketing,Bumble,snapchat,1,1-7,0.0,1.0,1.0,1.0,0,not active
13498,47,160-170,average,MiddleEast,engineering / manufacturing,Bumble,whatsapp,1,1-7,3.0,5.0,2.0,5.0,2,active
11797,23,190-200,athletic,Africa,self-employed,instagram,instagram dm,1,1-7,2.0,4.0,3.0,4.0,2,active
13595,18,200-210,athletic,SouthAmerica,education / academia,Bumble,instagram dm,0,,,,,,0,not active
8013,47,170-180,athletic,SouthAmerica,sales / marketing,grindr,whatsapp,1,1-7,0.0,5.0,2.0,5.0,1,active
14273,33,200-210,athletic,NorthAmerica,public sector / government,tinder,whatsapp,0,,,,,,0,not active
303,20,170-180,average,MiddleEast,sales / marketing,Bumble,whatsapp,0,,,,,,0,not active
2221,40,190-200,muscular,Africa,self-employed,tinder,snapchat,1,15-30,1.0,4.0,1.0,4.0,0,not active
8825,29,200-210,athletic,Africa,public sector / government,Bumble,snapchat,1,7-15,4.0,5.0,2.0,5.0,2,active
6642,52,200-210,athletic,MiddleEast,healthcare / medicine,Hinge,whatsapp,1,7-15,2.0,4.0,1.0,4.0,1,active
1642,41,180-190,mediocre,NorthAmerica,finance / banking / consulting,Bumble,snapchat,1,7-15,2.0,3.0,1.0,3.0,0,not active
10876,18,200-210,average,CentralEurope,service / hospitality,instagram,instagram dm,1,1-7,3.0,3.0,3.0,3.0,1,not active
12755,20,170-180,athletic,MiddleEast,it / tech,Hinge,whatsapp,1,1-7,4.0,3.0,4.0,4.0,2,active
600,22,180-190,average,SouthAmerica,unemployed,tinder,instagram dm,1,15-30,1.0,4.0,4.0,4.0,2,active
2773,32,200-210,average,Africa,public sector / government,tinder,instagram dm,0,,,,,,0,not active
134,28,200-210,athletic,NorthAmerica,self-employed,tinder,snapchat,1,1-7,1.0,2.0,4.0,2.0,2,active
14131,24,200-210,athletic,Africa,public sector / government,Hinge,instagram dm,0,,,,,,0,not active
8709,40,190-200,athletic,Africa,finance / banking / consulting,Hinge,whatsapp,0,,,,,,0,not active
7471,43,200-210,athletic,MiddleEast,public sector / government,grindr,whatsapp,0,,,,,,0,not active
1219,48,170-180,overweight,Asia,public sector / government,instagram,instagram dm,0,,,,,,0,not active
1196,20,170-180,average,SouthAmerica,sales / marketing,other,snapchat,1,7-15,3.0,3.0,4.0,3.0,1,not active
170,21,170-180,average,Asia,sales / marketing,Bumble,snapchat,0,,,,,,0,not active
11526,39,190-200,athletic,Africa,self-employed,Bumble,snapchat,1,7-15,4.0,4.0,2.0,4.0,2,active
